n_cycles,cycle_len,variance,,RE,gamma,n_cycles,nominator,variance,RE,gamma,prob,CI lower,,CI upper,,RE,,,,,cover,,cover,quantile,,CI lower,CI upper,RE,,cover,cover,,
100000,0.84246,0.004778013,,0.005671502,19.774,100000,0.000831203,2.48E-05,0.029809818,19.774,0.000986638,0.000927958,0.000893745,0.001045319,0.001079531,0.030344542,,2.99391E-05,8.97884E-10,8.96348E-10,TRUE,1,1,19.74393198,0.000904086,19.6677512,19.82011275,0.001968592,,TRUE,1,0,1
100000,0.83451,0.004730881,,0.005669052,19.774,100000,0.000794159,1.24E-05,0.0156103,19.774,0.000951647,0.00092067,0.000858754,0.000982625,0.00104454,0.016607818,,1.58048E-05,2.49896E-10,2.49791E-10,FALSE,1,0,19.65105287,0.015115997,19.58236633,19.7197394,0.001783322,,FALSE,0,1,1
100000,0.82717,0.004681517,,0.005659679,19.774,100000,0.000825978,3.12E-05,0.037807206,19.774,0.000998559,0.000923739,0.000905666,0.001073378,0.001091452,0.038228482,,3.81734E-05,1.45466E-09,1.45721E-09,TRUE,1,1,19.77356123,1.92519E-07,19.70206979,19.84505268,0.001844646,,TRUE,1,0,1
100000,0.82313,0.004650169,,0.005649374,19.774,100000,0.000837346,2.59E-05,0.03096627,19.774,0.001017271,0.00095451,0.000924378,0.001080032,0.001110164,0.031477378,,3.2021E-05,1.02309E-09,1.02535E-09,TRUE,1,1,19.82710929,0.002820597,19.74672334,19.90749523,0.002068543,,TRUE,1,0,1
100000,0.8355,0.004656909,,0.005573798,19.774,100000,0.000846804,3.03E-05,0.035770628,19.774,0.00101353,0.000941613,0.000920637,0.001085446,0.001106423,0.03620228,,3.66921E-05,1.34712E-09,1.34631E-09,TRUE,1,1,19.80862123,0.00119863,19.73263383,19.88460863,0.001957182,,TRUE,1,0,1
100000,0.83856,0.004747607,,0.005661619,19.774,100000,0.000809492,1.20E-05,0.014881722,19.774,0.000965336,0.00093521,0.000872443,0.000995462,0.001058229,0.015922298,,1.53704E-05,2.34653E-10,2.36248E-10,FALSE,1,0,19.66475422,0.01193464,19.59105883,19.73844961,0.001912035,,FALSE,0,1,1
100000,0.83417,0.004715454,,0.005652869,19.774,100000,0.000810744,1.28E-05,0.015792537,19.774,0.000971917,0.000939964,0.000879024,0.001003871,0.00106481,0.016773764,,1.63027E-05,2.65642E-10,2.65778E-10,TRUE,1,1,19.73374885,0.001620155,19.65574086,19.81175684,0.002016849,,TRUE,1,0,1
100000,0.82999,0.004725279,,0.005693176,19.774,100000,0.000827653,1.94E-05,0.023474956,19.774,0.000997184,0.000949973,0.000904291,0.001044396,0.001090077,0.024155451,,2.40874E-05,5.78563E-10,5.80204E-10,TRUE,1,1,19.76365541,0.000107011,19.68735248,19.83995833,0.001969781,,TRUE,1,0,1
100000,0.82971,0.004654666,,0.005609991,19.774,100000,0.000791089,1.48E-05,0.018764993,19.774,0.000953452,0.000916851,0.000860559,0.000990053,0.001046345,0.019585631,,1.8674E-05,3.46789E-10,3.48717E-10,FALSE,1,0,19.69765231,0.00582897,19.62825418,19.76705044,0.001797534,,FALSE,0,1,1
100000,0.83771,0.004705478,,0.005617072,19.774,100000,0.000848274,3.28E-05,0.038722392,19.774,0.00101261,0.000934953,0.000919717,0.001090267,0.001105503,0.039127677,,3.96211E-05,1.56542E-09,1.56983E-09,TRUE,1,1,19.80530195,0.000979812,19.71806151,19.8925424,0.0022474,,TRUE,1,0,1
100000,0.8379,0.004725573,,0.005639781,19.774,100000,0.000815453,1.36E-05,0.016683258,19.774,0.00097321,0.000939618,0.000880317,0.001006802,0.001066103,0.017610742,,1.7139E-05,2.93573E-10,2.93744E-10,TRUE,1,1,19.71734725,0.003209534,19.64662821,19.78806629,0.001829919,,TRUE,1,0,1
100000,0.84125,0.004784212,,0.005687028,19.774,100000,0.000822216,1.33E-05,0.016191105,19.774,0.000977374,0.0009445,0.000884481,0.001010249,0.001070267,0.017160832,,1.67726E-05,2.80845E-10,2.81318E-10,TRUE,1,1,19.70085901,0.005349604,19.62773987,19.77397814,0.001893607,,FALSE,0,1,1
100000,0.83679,0.004669703,,0.005580496,19.774,100000,0.000805302,1.23E-05,0.015214928,19.774,0.000962371,0.000931802,0.000869478,0.00099294,0.001055264,0.016206048,,1.55962E-05,2.44904E-10,2.43242E-10,FALSE,1,0,19.6604388,0.012896146,19.59053523,19.73034237,0.001814053,,FALSE,0,1,1
100000,0.83333,0.004733023,,0.005679651,19.774,100000,0.000840647,2.21E-05,0.026284192,19.774,0.00100878,0.000955611,0.000915887,0.001061949,0.001101673,0.026890839,,2.71269E-05,7.36143E-10,7.35871E-10,TRUE,1,1,19.79471489,0.000429107,19.72197688,19.86745291,0.001874805,,TRUE,1,0,1
100000,0.84121,0.004762222,,0.005661157,19.774,100000,0.000820071,1.52E-05,0.018500632,19.774,0.000974871,0.000937903,0.000881978,0.001011839,0.001067764,0.019347405,,1.88612E-05,3.56955E-10,3.55746E-10,TRUE,1,1,19.70063992,0.005381701,19.6259603,19.77531954,0.001934041,,TRUE,1,0,1
100000,0.82825,0.00463652,,0.005597972,19.774,100000,0.000796434,1.38E-05,0.017276935,19.774,0.000961587,0.000927358,0.000868694,0.000995815,0.00105448,0.018161216,,1.74636E-05,3.06586E-10,3.04977E-10,FALSE,1,0,19.66679069,0.011493836,19.5956318,19.73794957,0.001846033,,FALSE,0,1,1
100000,0.83666,0.004667205,,0.005578377,19.774,100000,0.000936354,9.91E-05,0.105861613,19.774,0.001119158,0.000886623,0.001026265,0.001351693,0.001212051,0.106008488,,0.00011864,1.40687E-08,1.40755E-08,TRUE,0,1,20.10198527,0.107574337,20.02227586,20.18169469,0.002023087,,FALSE,0,0,0
100000,0.82644,0.004627998,,0.005599921,19.774,100000,0.000796331,1.39E-05,0.017482139,19.774,0.000963568,0.000928899,0.000870675,0.000998237,0.001056461,0.018357132,,1.76883E-05,3.11999E-10,3.12878E-10,FALSE,1,0,19.67776443,0.009261285,19.60457732,19.75095153,0.001897592,,FALSE,0,1,1
,,,,,,,,,,,,,,,,,,,2.24622E-09,,,96%,80%,,,,,,,,60%,,
,,,,,,,,,,,,,,,,,,,9.28927E-05,,,,,,,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.016114631,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.09289275,,,,,,,,,,,,,,
