lam1,lam2,lam3,lam4,lam5,lam6,lam7,lam8,mu1,mu2,mu3,mu4,mu5,mu6,mu7,mu8,test_flow,test_cycles,cycle_mean,cycle_halfCI,cycle_halfCI/1.96/mean,lam1_new,lam2_new,lam3_new,lam4_new,lam5_new,lam6_new,lam7_new,lam8_new,mu1_new,mu2_new,mu3_new,mu4_new,mu5_new,mu6_new,mu7_new,mu8_new,gamma_l,gamma_u,rho,n_cycles,policy,threshold,gamma,mean,halfCI,mean-halfCI,mean+halfCI,halfCI/1.96/mean,time,gamma,mean,halfCI,mean-halfCI,mean+halfCI,halfCI/1.96/mean,time,gamma,mean,halfCI,mean-halfCI,mean+halfCI,halfCI/1.96/mean,time
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,0,100000,0.61686,0.011236056,0.009293327,0.204491063,0.119566677,0.123912947,0.12160267,0.100361156,0.124954709,0.119763096,0.112139535,0.311605218,0.651702831,0.660330704,0.622656028,0.644483054,0.566005171,0.452310253,0.362320983,0,0,0.1,10000,0,0.999,9.528393745,0.001191791,0.00026072,0.000931071,0.001452511,0.111613862,421.2122049,9.528393745,0.001015801,0.000119919,0.000895882,0.00113572,0.060231489,935.1745625,9.528393745,0.000963242,5.25E-05,0.000910726,0.001015758,0.027816322,1304.445848
