,lam1,lam2,mu1,mu2,gamma,RE,n_packets
0,0.6,0.2,2.0,1.0,0.4203286697882449,0.03979441111179753,20034.0
1,0.6716194823458405,0.6156330017971942,1.228100536472889,0.5112701883075826,5.0,0.048806399740679095,99183.0
2,0.8350900439196753,0.5910379426011331,1.3555357636070198,0.4664067290334218,5.0,0.026349901678021512,106726.0
3,0.8224567417210191,0.6205605877263353,1.3025324519177588,0.4541943956302338,5.0,0.0275425793374045,111926.0
4,0.8180723879119706,0.6118241416521499,1.307101328789355,0.4479590207192965,5.0,0.030843514432601575,109209.0
5,0.8142078595950768,0.5987580203595931,1.3034988272393053,0.4487601661210042,5.0,0.025703139858666988,110191.0
6,0.8301184725341354,0.5960831058374318,1.304223373953407,0.44324915458213837,5.0,0.02483810477076474,112145.0
7,0.8172433905976746,0.6155608060710872,1.3162751308821143,0.4450011511029358,5.0,0.02849690157783404,110904.0
8,0.829289819590928,0.6158551589890866,1.3190069923811405,0.44537303557456664,5.0,0.02669993945208998,111581.0
9,0.817483195476685,0.6279516801579763,1.2733134136326727,0.44064245641479094,5.0,0.024782807060561584,111888.0
10,0.83497796381016,0.636415440625613,1.2909086339192009,0.44798333923109607,5.0,0.009463390076134982,1142276.0
