,lam1,lam2,lam3,lam4,mu1,mu2,mu3,mu4,gamma,RE,n_packets
0,0.6,0.2,0.2,0.2,2.0,1.0,2.0,2.0,0.7462251474603974,0.04412889732541167,33353.0
1,0.6790110402365406,0.33240779909695783,0.22476886400191956,0.21778976965939495,1.6472662503060462,0.7161035389791192,1.6499062624000336,1.6845797348580325,3.0,0.02790914536041439,100606.0
2,0.7791687609365479,0.4585151684154467,0.23683498679921905,0.2267882057984751,1.4222184933920776,0.5691441010960474,1.3503741579064525,1.2026510081936541,3.0,0.019855424597645773,174953.0
3,0.8175542280583372,0.5171385600848611,0.2439555257594818,0.2380529596394904,1.374894488358726,0.5215869360469495,1.2302782909496373,0.9595475972083461,3.0,0.0222839246394843,202498.0
4,0.8143851881865509,0.53160319161216,0.2520616375442174,0.25222523313666667,1.384761837001365,0.5132834542413567,1.1881367484074252,0.9539081992974237,3.0,0.026083339611130157,206982.0
5,0.7989478949369491,0.5395331443370049,0.26259579624272644,0.2572701158901585,1.3932696931550395,0.5088076226462458,1.2408342712724536,1.0154112841103722,3.0,0.02773477707962903,212801.0
6,0.7996228526152197,0.5295506173749962,0.26518660712503583,0.26256752184941934,1.400756410186981,0.5167681285340325,1.2737688024688454,1.0143894789544168,3.0,0.02683157243251962,209120.0
7,0.7828974336915909,0.5284410439555274,0.26992075096992324,0.2713770881024446,1.4320825962478152,0.5278713273770197,1.2816919767174322,1.0024092282466943,3.0,0.023854431455217772,206141.0
8,0.8050601261004755,0.52002192695876,0.268250863905564,0.2788106029644398,1.3846633366152903,0.5250682323939068,1.200744499928357,1.0545438500118745,3.0,0.024588017032287735,218603.0
9,0.7969131857307479,0.5201354561785588,0.26630414927476537,0.2914827513192469,1.385277141699891,0.49804590080613675,1.2169619793837034,1.0259175858484721,3.0,0.025219080897562016,222155.0
10,0.8040310948950198,0.5328340116792044,0.2677388947908817,0.29305176220400325,1.3875321736264083,0.4982721058113428,1.1118172171023766,1.0193460304423927,3.0,0.007363756531098223,2201455.0
