,lam1,lam2,mu1,mu2,gamma,RE,n_packets
0,0.6,0.2,2.0,1.0,0.4203286697882449,0.03960738136395955,19579.0
1,0.6466189501736712,0.6068121415581987,1.2142573381916006,0.49562823214746565,6.031865890495589,0.033163782119691926,109565.0
2,0.8192122130554884,0.6052772922621252,1.3100273184839724,0.4715128409856178,10.0,0.032937311445308086,172973.0
3,0.8389331718754615,0.5884509903087335,1.329757216947465,0.4609031556636369,10.0,0.027023354747662497,172328.0
4,0.8346366873125989,0.5893050111897928,1.3275551219135762,0.4482890724270322,10.0,0.028897873021611238,174524.0
5,0.8408705497761599,0.5761358512484392,1.3435122054744923,0.44696990045397983,10.0,0.03548767713047007,171604.0
6,0.8448971396692473,0.5784445933134498,1.3615252713159856,0.43919773913282345,10.0,0.03005485546941129,171422.0
7,0.8443080917663915,0.5829267496836147,1.3508540307901955,0.444279593039036,10.0,0.033107697853617626,169507.0
8,0.8270172780132974,0.5839940842068575,1.3359903571948886,0.44661072594208256,10.0,0.027758758210518583,171481.0
9,0.8462421744231462,0.6116453042021648,1.355695798722946,0.4432844332128147,10.0,0.03066773657051778,173511.0
10,0.8394579259348436,0.5982263254131608,1.3421835386475596,0.4413138790146214,10.0,0.009696286274752554,1724477.0
